Statistical profiling result from conCLog.log, (17495 ticks, 18 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   33.3%          Function: ^parseWithoutProcessing /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      1  100.0%            Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      3    1.7%        Function: ^removeColors node:internal/util:76:22
      3  100.0%          Function: ^isBelowBreakLength node:internal/util/inspect:1740:28
      3  100.0%            Function: ^reduceToSingleString node:internal/util/inspect:1764:30
      3    1.7%        Function: ^prepareMustache /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:99:25
      3  100.0%          LazyCompile: *anonymous /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:12:42
      2   66.7%            LazyCompile: *parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1   33.3%            Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      3    1.7%        Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      3  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      3  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3    1.7%        Function: ^Module node:internal/modules/cjs/loader:172:16
      3  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:991:36
      3    1.7%        Function: ^FastBuffer node:internal/buffer:958:14
      2   66.7%          Function: ^alloc node:buffer:359:30
      2  100.0%            Function: ^serialize /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/bson.js:111:19
      1   33.3%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      1  100.0%            Function: ^createPool node:buffer:150:20
      2    1.1%        LazyCompile: ~next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:478:32
      2  100.0%          LazyCompile: ~lex /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:525:30
      2  100.0%            LazyCompile: ~lex /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:295:25
      2    1.1%        Function: ^startSession /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/topology.js:349:17
      1   50.0%          Function: ^next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cursor/abstract_cursor.js:428:14
      1  100.0%            Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cursor/abstract_cursor.js:171:52
      1   50.0%          Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/operations/execute_operation.js:16:48
      1  100.0%            LazyCompile: *maybePromise /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:482:22
      2    1.1%        Function: ^scopedId /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/ast.js:14:32
      2  100.0%          Function: ^PathExpression /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:289:42
      2  100.0%            Function: ^accept /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      2    1.1%        Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:271:16
      2  100.0%          /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      2  100.0%            Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:181:26
      2    1.1%        Function: ^messageHandler /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:421:35
      1   50.0%          LazyCompile: *emit node:events:340:44
      1  100.0%            Function: ^processIncomingData /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1   50.0%          Function: ^emit node:events:340:44
      1  100.0%            Function: ^processIncomingData /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      2    1.1%        Function: ^Module.load node:internal/modules/cjs/loader:963:33
      2  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:991:36
      2    1.1%        Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:181:26
      2  100.0%          /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      2  100.0%            Function: ^make /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:142:15

    586    3.3%  __xstat
    279   47.6%    LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
    279  100.0%      Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
    279  100.0%        Function: ^Module._load node:internal/modules/cjs/loader:757:24
    279  100.0%          Function: ^Module.require node:internal/modules/cjs/loader:991:36
    279  100.0%            Function: ^require node:internal/modules/cjs/helpers:101:31
    277   47.3%    LazyCompile: *stat node:internal/modules/cjs/loader:151:14
    193   69.7%      Function: ^tryFile node:internal/modules/cjs/loader:384:17
    193  100.0%        Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
    158   81.9%          Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
    158  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
     35   18.1%          Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     28   80.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      7   20.0%            LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
     84   30.3%      Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
     84  100.0%        Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
     84  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
     84  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:991:36
     30    5.1%    LazyCompile: *tryExtensions node:internal/modules/cjs/loader:400:23
     30  100.0%      Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     30  100.0%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
     30  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
     30  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24

    422    2.4%  __lxstat
    422  100.0%    LazyCompile: *realpathSync node:fs:2408:22
    348   82.5%      Function: ^toRealPath node:internal/modules/cjs/loader:393:20
    343   98.6%        Function: ^tryFile node:internal/modules/cjs/loader:384:17
    333   97.1%          Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
    223   67.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
    110   33.0%            Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     10    2.9%          Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     10  100.0%            Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      5    1.4%        Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      5  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      5  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
     59   14.0%      LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
     59  100.0%        Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
     59  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
     59  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:991:36
     15    3.6%      LazyCompile: *tryExtensions node:internal/modules/cjs/loader:400:23
     15  100.0%        Function: ^tryPackage node:internal/modules/cjs/loader:338:20
     15  100.0%          LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
     15  100.0%            Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35

    216    1.2%  /usr/lib/x86_64-linux-gnu/libc-2.31.so
    132   61.1%    /home/jenny/.nvm/versions/node/v17.1.0/bin/node
     44   33.3%      /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      8   18.2%        LazyCompile: *quotedString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      6   75.0%          Function: ^pushSource /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      6  100.0%            Function: ^append /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      2   25.0%          Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:130:39
      2  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      6   13.6%        LazyCompile: *parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      5   83.3%          LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      5  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      1   16.7%          Function: ^parseWithoutProcessing /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      1  100.0%            Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      3    6.8%        Function: ^clearBuffer node:internal/streams/writable:530:21
      3  100.0%          Function: ^Writable.uncork node:internal/streams/writable:342:37
      2   66.7%            Function: ^connectionCorkNT node:_http_outgoing:796:26
      1   33.3%            Function: ^end node:_http_outgoing:833:45
      2    4.5%        LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      2  100.0%          /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      2    4.5%        LazyCompile: *compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1   50.0%          LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      1   50.0%          Function: ^compileInput /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%            Function: ^ret /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      2    4.5%        LazyCompile: *append /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      2  100.0%          LazyCompile: *compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2  100.0%            LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      2    4.5%        Function: ^readPackage node:internal/modules/cjs/loader:290:21
      2  100.0%          Function: ^readPackageScope node:internal/modules/cjs/loader:321:26
      2  100.0%            Function: ^trySelf node:internal/modules/cjs/loader:441:17
      2    4.5%        Function: ^pipe /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/send/index.js:510:43
      2  100.0%          Function: ^serveStatic /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/serve-static/index.js:72:31
      2  100.0%            LazyCompile: *next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:176:16
      2    4.5%        Function: ^FastBuffer node:internal/buffer:958:14
      1   50.0%          Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      1  100.0%            Function: ^createPool node:buffer:150:20
      1   50.0%          Function: ^alloc node:buffer:359:30
      1  100.0%            Function: ^toBin /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/commands.js:496:10
      1    2.3%        LazyCompile: ~parsePackageName node:internal/modules/esm/resolve:776:26
      1  100.0%          LazyCompile: ~packageResolve node:internal/modules/esm/resolve:815:24
      1  100.0%            LazyCompile: ~moduleResolve node:internal/modules/esm/resolve:898:23
      1    2.3%        LazyCompile: ~callSiteToString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/depd/lib/compat/index.js:21:76
      1  100.0%          LazyCompile: ~get /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/depd/lib/compat/index.js:54:16
      1  100.0%            Function: ~<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/depd/index.js:1:1
      1    2.3%        LazyCompile: *pushSource /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      1  100.0%          Function: ^append /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      1  100.0%            LazyCompile: *compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1    2.3%        Function: ^stat node:internal/modules/cjs/loader:151:14
      1  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
      1  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      1    2.3%        Function: ^session /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:179:26
      1  100.0%          LazyCompile: *next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:176:16
      1  100.0%            Function: ^expressInit /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/middleware/init.js:29:30
      1    2.3%        Function: ^render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      1  100.0%          Function: ^renderView /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      1    2.3%        Function: ^quotedString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      1  100.0%          Function: ^pushSource /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      1  100.0%            Function: ^append /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      1    2.3%        Function: ^prepareMustache /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:99:25
      1  100.0%          LazyCompile: *anonymous /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:12:42
      1  100.0%            LazyCompile: *parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1    2.3%        Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/commands.js:577:10
      1  100.0%          Function: ^messageHandler /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:421:35
      1  100.0%            LazyCompile: *processIncomingData /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1    2.3%        Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/node_modules/cookie/index.js:49:15
      1  100.0%          Function: ^getcookie /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:529:19
      1  100.0%            Function: ^session /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:179:26
      1    2.3%        Function: ^getOwn node:internal/bootstrap/loaders:180:16
      1  100.0%          Function: ^syncExports node:internal/bootstrap/loaders:287:14
      1  100.0%            Function: ^<anonymous> node:internal/bootstrap/loaders:273:15
      1    2.3%        Function: ^fromString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:454:22
      1  100.0%          Function: ^ns /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:432:12
      1  100.0%            Function: ^<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cursor/abstract_cursor.js:442:46
      1    2.3%        Function: ^databaseNamespace /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:514:27
      1  100.0%          Function: ^Msg /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/commands.js:468:16
      1  100.0%            LazyCompile: *command /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:161:12
      1    2.3%        Function: ^<anonymous> node:internal/fs/utils:357:35
      1  100.0%          Function: ^<anonymous> node:internal/fs/utils:668:38
      1  100.0%            Function: ^<anonymous> node:internal/fs/utils:680:42
      1    2.3%        /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      1  100.0%          Function: ~<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/color/node_modules/color-convert/conversions.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1051:37
      9    6.8%      LazyCompile: *compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      9  100.0%        LazyCompile: *render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:150:15
      9  100.0%          /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      3    2.3%      LazyCompile: *realpathSync node:fs:2408:22
      2   66.7%        Function: ^toRealPath node:internal/modules/cjs/loader:393:20
      2  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
      2  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      1   33.3%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3    2.3%      LazyCompile: *createUnsafeBuffer node:internal/buffer:1059:28
      3  100.0%        Function: ^allocUnsafeSlow node:buffer:382:50
      3  100.0%          Function: ^readFileAfterStat node:fs:326:27
      3    2.3%      LazyCompile: *concat node:buffer:535:32
      2   66.7%        LazyCompile: *read /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:952:9
      2  100.0%          LazyCompile: *processIncomingData /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:79:29
      1   50.0%            LazyCompile: *writeOrBuffer node:internal/streams/writable:366:23
      1   50.0%            Function: ^_write /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:26:11
      1   33.3%        Function: ^writeCommand /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:35:17
      1  100.0%          Function: ^write /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:488:15
      1  100.0%            Function: ^command /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:161:12
      3    2.3%      LazyCompile: *FastBuffer node:internal/buffer:958:14
      2   66.7%        Function: ^alloc node:buffer:359:30
      2  100.0%          Function: ^serialize /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/bson.js:111:19
      2  100.0%            Function: ^serializeBson /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/commands.js:530:18
      1   33.3%        Function: ^createUnsafeBuffer node:internal/buffer:1059:28
      1  100.0%          Function: ^allocUnsafeSlow node:buffer:382:50
      1  100.0%            Function: ^readFileAfterStat node:fs:326:27
      3    2.3%      Function: ^afterWriteDispatched node:internal/stream_base_commons:159:30
      1   33.3%        LazyCompile: *writeOrBuffer node:internal/streams/writable:366:23
      1  100.0%          LazyCompile: *_write node:internal/streams/writable:284:16
      1  100.0%            Function: ^Writable.write node:internal/streams/writable:334:36
      1   33.3%        Function: ^writevGeneric node:internal/stream_base_commons:126:23
      1  100.0%          Function: ^Socket._writeGeneric node:net:769:42
      1  100.0%            Function: ^Socket._writev node:net:801:36
      1   33.3%        Function: ^writeGeneric node:internal/stream_base_commons:151:22
      1  100.0%          LazyCompile: *writeOrBuffer node:internal/streams/writable:366:23
      1  100.0%            LazyCompile: *Writable.write node:internal/streams/writable:334:36
      3    2.3%      Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3  100.0%        Function: ^Module.require node:internal/modules/cjs/loader:991:36
      3  100.0%          Function: ^require node:internal/modules/cjs/helpers:101:31
      1   33.3%            Function: ~<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/source-map/lib/source-map-generator.js:1:1
      1   33.3%            Function: ~<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/send/index.js:1:1
      1   33.3%            Function: ~<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/faker/lib/locales/hy/index.js:1:1
      2    1.5%      LazyCompile: *resolve node:path:1091:10
      1   50.0%        Function: ^lookup /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/view.js:104:40
      1  100.0%          Function: ^View /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/view.js:52:14
      1  100.0%            Function: ^render /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/application.js:531:29
      1   50.0%        Function: ^_resolveLayoutPath /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:359:21
      1  100.0%          Function: ^renderView /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:183:19
      1  100.0%            /home/jenny/.nvm/versions/node/v17.1.0/bin/node
      2    1.5%      Function: ^setHeader node:_http_outgoing:574:57
      2  100.0%        Function: ^header /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:754:29
      1   50.0%          Function: ^send /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:107:25
      1  100.0%            Function: ^done /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/response.js:1006:27
      1   50.0%          Function: ^cacheControl file:///mnt/c/Users/jenni/Desktop/DESAFIOS%20PARA%20ENTREGAR%20CODER/Desafio16/src/middlewares/cache.middlewares.js:1:29
      1  100.0%            Function: ^handle /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/layer.js:86:49
      2    1.5%      Function: ^onwrite node:internal/streams/writable:426:17
      2  100.0%        Function: ^afterWriteDispatched node:internal/stream_base_commons:159:30
      2  100.0%          Function: ^writeGeneric node:internal/stream_base_commons:151:22
      2  100.0%            Function: ^Socket._writeGeneric node:net:769:42
      2    1.5%      Function: ^createFunctionContext /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:216:56
