Statistical profiling result from conCLog.log, (17495 ticks, 18 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  RegExp: [\x00-\x1f\x27\x5c\x7f-\x9f]
      1    0.0%    0.0%  LazyCompile: *toString node:buffer:782:46
      1    0.0%    0.0%  LazyCompile: *toString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:1046:13
      1    0.0%    0.0%  LazyCompile: *stripFlags /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:52:20
      1    0.0%    0.0%  LazyCompile: *slowCases node:internal/util:165:19
      1    0.0%    0.0%  LazyCompile: *slice node:buffer:593:12
      1    0.0%    0.0%  LazyCompile: *serializeObject /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/parser/serializer.js:258:25
      1    0.0%    0.0%  LazyCompile: *serializeBoolean /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/parser/serializer.js:94:26
      1    0.0%    0.0%  LazyCompile: *restore /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:620:17
      1    0.0%    0.0%  LazyCompile: *readPackage node:internal/modules/cjs/loader:290:21
      1    0.0%    0.0%  LazyCompile: *read /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:952:9
      1    0.0%    0.0%  LazyCompile: *pushContext /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:437:36
      1    0.0%    0.0%  LazyCompile: *pushAsyncContext node:internal/async_hooks:531:26
      1    0.0%    0.0%  LazyCompile: *push node:internal/fixed_queue:75:7
      1    0.0%    0.0%  LazyCompile: *popAsyncContext node:internal/async_hooks:545:25
      1    0.0%    0.0%  LazyCompile: *passLookupPropertyOption /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:366:34
      1    0.0%    0.0%  LazyCompile: *normalize node:path:1127:12
      1    0.0%    0.0%  LazyCompile: *maxWireVersion /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:533:24
      1    0.0%    0.0%  LazyCompile: *lookupOnContext /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      1    0.0%    0.0%  LazyCompile: *length /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/denque/index.js:85:23
      1    0.0%    0.0%  LazyCompile: *isPrevWhitespace /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/whitespace-control.js:148:26
      1    0.0%    0.0%  LazyCompile: *isInline /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:956:30
      1    0.0%    0.0%  LazyCompile: *handle /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/layer.js:86:49
      1    0.0%    0.0%  LazyCompile: *getTemplates /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:135:21
      1    0.0%    0.0%  LazyCompile: *get isActive /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/transactions.js:98:17
      1    0.0%    0.0%  LazyCompile: *fresh /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/parseurl/index.js:153:16
      1    0.0%    0.0%  LazyCompile: *formatRaw node:internal/util/inspect:796:19
      1    0.0%    0.0%  LazyCompile: *formatProperty node:internal/util/inspect:1672:24
      1    0.0%    0.0%  LazyCompile: *endSession /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sessions.js:129:15
      1    0.0%    0.0%  LazyCompile: *empty /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:97:24
      1    0.0%    0.0%  LazyCompile: *deserialize /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/parser/deserializer.js:25:21
      1    0.0%    0.0%  LazyCompile: *debug /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/debug/src/debug.js:65:17
      1    0.0%    0.0%  LazyCompile: *concat node:buffer:535:32
      1    0.0%    0.0%  LazyCompile: *command /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/server.js:133:12
      1    0.0%    0.0%  LazyCompile: *checkOut /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection_pool.js:120:13
      1    0.0%    0.0%  LazyCompile: *checkIn /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection_pool.js:148:12
      1    0.0%    0.0%  LazyCompile: *callback node:internal/streams/writable:551:44
      1    0.0%    0.0%  LazyCompile: *append /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:394:26
      1    0.0%    0.0%  LazyCompile: *afterWriteTick node:internal/streams/writable:483:24
      1    0.0%    0.0%  LazyCompile: *afterWrite node:internal/streams/writable:488:20
      1    0.0%    0.0%  LazyCompile: *_storeHeader node:_http_outgoing:374:22
      1    0.0%    0.0%  LazyCompile: *_getFile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:299:17
      1    0.0%    0.0%  LazyCompile: *Timeout.refresh node:internal/timers:210:37
      1    0.0%    0.0%  LazyCompile: *SourceNode /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/source-map/lib/source-node.js:35:20
      1    0.0%    0.0%  LazyCompile: *SourceLocation /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:32:24
      1    0.0%    0.0%  LazyCompile: *Program /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      1    0.0%    0.0%  LazyCompile: *MustacheStatement /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:215:48
      1    0.0%    0.0%  LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      1    0.0%    0.0%  LazyCompile: *Long /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/long.js:58:18
      1    0.0%    0.0%  LazyCompile: *EventEmitter node:events:84:22
      1    0.0%    0.0%  LazyCompile: *ContentStatement /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:228:46
      1    0.0%    0.0%  LazyCompile: *CommandOperation /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/operations/command.js:14:16
      1    0.0%    0.0%  LazyCompile: *<anonymous> node:internal/validators:236:42
      1    0.0%    0.0%  LazyCompile: *<anonymous> node:internal/fs/utils:686:40
      1    0.0%    0.0%  LazyCompile: *<anonymous> node:buffer:348:36
      1    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:360:47
      1    0.0%    0.0%  LazyCompile: *<anonymous> /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:274:31
      1    0.0%    0.0%  Function: ^writetop /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:270:24
      1    0.0%    0.0%  Function: ^write_ node:_http_outgoing:730:16
      1    0.0%    0.0%  Function: ^writeOrBuffer node:internal/streams/writable:366:23
      1    0.0%    0.0%  Function: ^writeHead node:_http_server:267:19
      1    0.0%    0.0%  Function: ^writeGeneric node:internal/stream_base_commons:151:22
      1    0.0%    0.0%  Function: ^writeCommand /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/message_stream.js:35:17
      1    0.0%    0.0%  Function: ^wrapHelpersToPassLookupProperty /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:359:41
      1    0.0%    0.0%  Function: ^value node:internal/console/constructor:299:20
      1    0.0%    0.0%  Function: ^validateNumber node:internal/validators:123:24
      1    0.0%    0.0%  Function: ^unsigncookie /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:675:22
      1    0.0%    0.0%  Function: ^trySelf node:internal/modules/cjs/loader:441:17
      1    0.0%    0.0%  Function: ^tryPackage node:internal/modules/cjs/loader:338:20
      1    0.0%    0.0%  Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      1    0.0%    0.0%  Function: ^toNamespacedPath node:path:1266:19
      1    0.0%    0.0%  Function: ^supportsOpMsg /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:413:23
      1    0.0%    0.0%  Function: ^startSession /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/topology.js:349:17
      1    0.0%    0.0%  Function: ^shouldCompress /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/compression/index.js:254:25
      1    0.0%    0.0%  Function: ^setupParams /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1034:36
      1    0.0%    0.0%  Function: ^setopts /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/glob/common.js:48:18
      1    0.0%    0.0%  Function: ^setTimeout node:timers:140:20
      1    0.0%    0.0%  Function: ^set maxAge /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/session/cookie.js:83:13
      1    0.0%    0.0%  Function: ^set /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/application.js:352:23
      1    0.0%    0.0%  Function: ^serveStatic /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/serve-static/index.js:72:31
      1    0.0%    0.0%  Function: ^serializeBoolean /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/parser/serializer.js:94:26
      1    0.0%    0.0%  Function: ^serializeBinary /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/parser/serializer.js:459:25
      1    0.0%    0.0%  Function: ^serialize /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/node_modules/cookie/index.js:101:19
      1    0.0%    0.0%  Function: ^serialize /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/bson.js:111:19
      1    0.0%    0.0%  Function: ^ret /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15
      1    0.0%    0.0%  Function: ^resolve node:internal/modules/esm/loader:454:16
      1    0.0%    0.0%  Function: ^readSync node:fs:684:18
      1    0.0%    0.0%  Function: ^readPackage node:internal/modules/cjs/loader:290:21
      1    0.0%    0.0%  Function: ^readFileSync node:fs:450:22
      1    0.0%    0.0%  Function: ^readFileAfterStat node:fs:326:27
      1    0.0%    0.0%  Function: ^readFileAfterClose node:internal/fs/read_file_context:46:28
      1    0.0%    0.0%  Function: ^readFile node:fs:373:18
      1    0.0%    0.0%  Function: ^read node:internal/modules/package_json_reader:16:14
      1    0.0%    0.0%  Function: ^query /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/middleware/query.js:39:24
      1    0.0%    0.0%  Function: ^preparePath /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:63:21
      1    0.0%    0.0%  Function: ^prepareMustache /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:99:25
      1    0.0%    0.0%  Function: ^pipe /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/send/index.js:510:43
      1    0.0%    0.0%  Function: ^percolateUp node:internal/priority_queue:73:14
      1    0.0%    0.0%  Function: ^parseurl /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/parseurl/index.js:35:19
      1    0.0%    0.0%  Function: ^parseConnectOptions /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connect.js:185:29
      1    0.0%    0.0%  Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/minimatch/minimatch.js:271:16
      1    0.0%    0.0%  Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1    0.0%    0.0%  Function: ^parse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/content-type/index.js:106:16
      1    0.0%    0.0%  Function: ^ondata node:internal/streams/readable:775:18
      1    0.0%    0.0%  Function: ^once /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/once/once.js:21:15
      1    0.0%    0.0%  Function: ^onResponseHeaders /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/compression/index.js:140:47
      1    0.0%    0.0%  Function: ^normalizeParseOptions /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/qs/lib/parse.js:189:59
      1    0.0%    0.0%  Function: ^nocompress /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/compression/index.js:134:25
      1    0.0%    0.0%  Function: ^nextTick node:internal/process/task_queues:104:18
      1    0.0%    0.0%  Function: ^next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/route.js:114:16
      1    0.0%    0.0%  Function: ^next /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:176:16
      1    0.0%    0.0%  Function: ^mergeSource /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:267:36
      1    0.0%    0.0%  Function: ^makeOperationHandler /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/server.js:313:30
      1    0.0%    0.0%  Function: ^lookupProperty /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:118:44
      1    0.0%    0.0%  Function: ^lookupOnContext /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:448:44
      1    0.0%    0.0%  Function: ^log /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/winston/lib/winston/transports/file.js:117:6
      1    0.0%    0.0%  Function: ^lambda /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:141:28
      1    0.0%    0.0%  Function: ^isstats /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/etag/index.js:104:18
      1    0.0%    0.0%  Function: ^isUint8Array /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/parser/utils.js:56:22
      1    0.0%    0.0%  Function: ^isKeyObject node:internal/crypto/keys:613:21
      1    0.0%    0.0%  Function: ^isEmpty node:internal/fixed_queue:67:10
      1    0.0%    0.0%  Function: ^infoView file:///mnt/c/Users/jenni/Desktop/DESAFIOS%20PARA%20ENTREGAR%20CODER/Desafio16/src/controllers/info.controllers.js:7:18
      1    0.0%    0.0%  Function: ^inflate /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:371:22
      1    0.0%    0.0%  Function: ^id /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:44:12
      1    0.0%    0.0%  Function: ^hash /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-session/index.js:596:14
      1    0.0%    0.0%  Function: ^handleWriteReq node:internal/stream_base_commons:45:24
      1    0.0%    0.0%  Function: ^handle /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/index.js:136:31
      1    0.0%    0.0%  Function: ^getTemplate /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:108:20
      1    0.0%    0.0%  Function: ^getPartials /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:52:20
      1    0.0%    0.0%  Function: ^getHeader node:_http_outgoing:590:57
      1    0.0%    0.0%  Function: ^getDefaultEncoding node:internal/crypto/util:80:28
      1    0.0%    0.0%  Function: ^getColorDepth node:internal/tty:106:23
      1    0.0%    0.0%  Function: ^get serverSession /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sessions.js:93:22
      1    0.0%    0.0%  Function: ^get node:internal/streams/readable:1163:8
      1    0.0%    0.0%  Function: ^get loadBalanced /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/sdam/server.js:79:21
      1    0.0%    0.0%  Function: ^get ismaster /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection.js:71:17
      1    0.0%    0.0%  Function: ^functionCall /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:113:38
      1    0.0%    0.0%  Function: ^fromString node:buffer:431:20
      1    0.0%    0.0%  Function: ^fromString /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:454:22
      1    0.0%    0.0%  Function: ^fromOptions /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/read_concern.js:36:23
      1    0.0%    0.0%  Function: ^formatValue node:internal/util/inspect:726:21
      1    0.0%    0.0%  Function: ^formatRaw node:internal/util/inspect:796:19
      1    0.0%    0.0%  Function: ^finishMaybe node:internal/streams/writable:728:21
      1    0.0%    0.0%  Function: ^finishIfEnding /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/winston/lib/winston/transports/file.js:96:17
      1    0.0%    0.0%  Function: ^fastparse /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/parseurl/index.js:95:20
      1    0.0%    0.0%  Function: ^expressInit /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/middleware/init.js:29:30
      1    0.0%    0.0%  Function: ^exports.unsign /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/cookie-signature/index.js:36:26
      1    0.0%    0.0%  Function: ^endReadableNT node:internal/streams/readable:1333:23
      1    0.0%    0.0%  Function: ^emptyHash /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:554:32
      1    0.0%    0.0%  Function: ^digest node:internal/crypto/hash:146:40
      1    0.0%    0.0%  Function: ^deserialize /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/bson/lib/bson.js:162:21
      1    0.0%    0.0%  Function: ^decodeChunk /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/winston-transport/node_modules/readable-stream/lib/_stream_writable.js:364:21
      1    0.0%    0.0%  Function: ^debug /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/debug/src/debug.js:65:17
      1    0.0%    0.0%  Function: ^dateFromMs node:internal/fs/utils:460:20
      1    0.0%    0.0%  Function: ^createProtoAccessControl /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/internal/proto-access.js:19:34
      1    0.0%    0.0%  Function: ^createHash node:crypto:129:20
      1    0.0%    0.0%  Function: ^createFunctionContext /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:216:56
      1    0.0%    0.0%  Function: ^createFrame /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/utils.js:110:21
      1    0.0%    0.0%  Function: ^compression /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/compression/index.js:59:31
      1    0.0%    0.0%  Function: ^compile /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:490:17
      1    0.0%    0.0%  Function: ^clearBuffer node:internal/streams/writable:530:21
      1    0.0%    0.0%  Function: ^checkOut /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection_pool.js:120:13
      1    0.0%    0.0%  Function: ^checkIn /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/cmap/connection_pool.js:148:12
      1    0.0%    0.0%  Function: ^checkCollectionName /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/utils.js:20:29
      1    0.0%    0.0%  Function: ^castChunk /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:52:19
      1    0.0%    0.0%  Function: ^attempt /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/passport/lib/middleware/authenticate.js:171:22
      1    0.0%    0.0%  Function: ^assert node:internal/assert:11:16
      1    0.0%    0.0%  Function: ^arrayClone node:events:747:20
      1    0.0%    0.0%  Function: ^anonymous /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:12:42
      1    0.0%    0.0%  Function: ^afterWriteTick node:internal/streams/writable:483:24
      1    0.0%    0.0%  Function: ^afterWrite /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/readable-stream/lib/_stream_writable.js:466:20
      1    0.0%    0.0%  Function: ^afterConnect node:net:1119:22
      1    0.0%    0.0%  Function: ^adjustOffset node:buffer:1098:22
      1    0.0%    0.0%  Function: ^addListener node:events:486:58
      1    0.0%    0.0%  Function: ^addChunk /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/readable-stream/lib/_stream_readable.js:295:18
      1    0.0%    0.0%  Function: ^accept /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/handlebars/dist/cjs/handlebars/compiler/visitor.js:57:26
      1    0.0%    0.0%  Function: ^_resolveViewsPath /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express-handlebars/lib/express-handlebars.js:336:20
      1    0.0%    0.0%  Function: ^_onceWrap node:events:514:19
      1    0.0%    0.0%  Function: ^_handles_method /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/express/lib/router/route.js:58:59
      1    0.0%    0.0%  Function: ^_flushOutput node:_http_outgoing:950:63
      1    0.0%    0.0%  Function: ^_destroy node:_http_incoming:176:55
      1    0.0%    0.0%  Function: ^_addHeaderLine node:_http_incoming:340:24
      1    0.0%    0.0%  Function: ^Writable.write node:internal/streams/writable:334:36
      1    0.0%    0.0%  Function: ^Writable.uncork node:internal/streams/writable:342:37
      1    0.0%    0.0%  Function: ^Transform.push /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/readable-stream/lib/_stream_transform.js:137:37
      1    0.0%    0.0%  Function: ^Transform._read /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/readable-stream/lib/_stream_transform.js:171:38
      1    0.0%    0.0%  Function: ^Transaction /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/mongodb/lib/transactions.js:57:16
      1    0.0%    0.0%  Function: ^TimersList node:internal/timers:241:20
      1    0.0%    0.0%  Function: ^Timeout.refresh node:internal/timers:210:37
      1    0.0%    0.0%  Function: ^StatsBase node:internal/fs/utils:400:19
      1    0.0%    0.0%  Function: ^SourceNode_walk /mnt/c/Users/jenni/Desktop/DESAFIOS PARA ENTREGAR CODER/Desafio16/node_modules/source-map/lib/source-node.js:221:53
